Date,Item Name,Item Code,Category,Brand,Item Price,Quantity,Sales
2019-03-02,Lipstick,LIP006,Makeup,BNB,34500,16,552000
2019-09-08,Serum,SER004,Skincare,Loreal,74800,34,2543200
2019-01-06,Hair Oil,HOI012,Haircare,Make Over,73300,30,2199000
2019-05-06,Body Mist,BMS015,Fragrance,Ivan Gunawan,38900,46,1789400
2019-09-13,Shampoo,SHA009,Haircare,ERHA,3000,18,54000
2019-09-17,Eyeshadow Palette,ESP007,Makeup,Pink Flash,7300,17,124100
2019-04-08,Roll-On Perfume,ROP016,Fragrance,Salsa,23400,4,93600
2019-04-19,Roll-On Perfume,ROP016,Fragrance,Salsa,25200,8,201600
2019-05-21,Cologne,COL014,Fragrance,Inez,60800,15,912000
2019-12-01,Perfume,PER013,Fragrance,OMG,70700,38,2686600
2019-07-03,Body Mist,BMS015,Fragrance,Ivan Gunawan,5800,35,203000
2019-01-27,Lipstick,LIP006,Makeup,BNB,77500,41,3177500
2019-12-30,Mascara,MAS008,Makeup,Some By Me,35200,28,985600
2019-05-08,Conditioner,CON010,Haircare,Krayolan,41000,21,861000
2019-12-06,Sunscreen,SUN002,Skincare,Revlon,33500,39,1306500
2019-11-16,Shampoo,SHA009,Haircare,ERHA,63700,31,1974700
2019-05-30,Shampoo,SHA009,Haircare,ERHA,94800,37,3507600
2019-10-04,Roll-On Perfume,ROP016,Fragrance,Salsa,47900,38,1820200
2019-06-22,Hair Mask,HMK011,Haircare,Wardah,29200,15,438000
2019-12-04,Cleanser,CLE003,Skincare,Maybelline,86500,8,692000
2019-02-15,Eyeshadow Palette,ESP007,Makeup,Pink Flash,24000,5,120000
2019-07-27,Conditioner,CON010,Haircare,Krayolan,60700,27,1638900
2019-09-05,Hair Oil,HOI012,Haircare,Make Over,1900,7,13300
2019-05-12,Hair Oil,HOI012,Haircare,Make Over,70600,48,3388800
2019-04-27,Perfume,PER013,Fragrance,OMG,65700,20,1314000
2019-11-21,Eyeshadow Palette,ESP007,Makeup,Pink Flash,57600,49,2822400
2019-12-24,Cleanser,CLE003,Skincare,Maybelline,97000,39,3783000
2019-07-21,Conditioner,CON010,Haircare,Krayolan,28600,28,800800
2019-09-12,Cologne,COL014,Fragrance,Inez,60500,15,907500
2019-04-22,Mascara,MAS008,Makeup,Some By Me,17600,9,158400
2019-12-05,Body Mist,BMS015,Fragrance,Ivan Gunawan,41200,37,1524400
2019-08-07,Mascara,MAS008,Makeup,Some By Me,65800,15,987000
2019-12-20,Body Mist,BMS015,Fragrance,Ivan Gunawan,20500,8,164000
2019-02-05,Lipstick,LIP006,Makeup,BNB,70600,15,1059000
2019-01-12,Sunscreen,SUN002,Skincare,Revlon,35000,26,910000
2019-12-25,Moisturizer,MOI001,Skincare,Ultima,32000,31,992000
2019-11-20,Sunscreen,SUN002,Skincare,Revlon,26300,44,1157200
2019-09-19,Shampoo,SHA009,Haircare,ERHA,97000,18,1746000
2019-05-04,Hair Mask,HMK011,Haircare,Wardah,55900,9,503100
2019-02-09,Foundation,FND005,Makeup,YOU,52500,42,2205000
2019-09-05,Body Mist,BMS015,Fragrance,Ivan Gunawan,98700,14,1381800
2019-07-02,Roll-On Perfume,ROP016,Fragrance,Salsa,16300,45,733500
2019-04-11,Hair Mask,HMK011,Haircare,Wardah,55300,23,1271900
2019-08-13,Eyeshadow Palette,ESP007,Makeup,Pink Flash,77500,23,1782500
2019-03-20,Cologne,COL014,Fragrance,Inez,51300,46,2359800
2019-10-29,Mascara,MAS008,Makeup,Some By Me,5300,26,137800
2019-09-08,Eyeshadow Palette,ESP007,Makeup,Pink Flash,63600,8,508800
2019-09-29,Conditioner,CON010,Haircare,Krayolan,15000,17,255000
2019-08-06,Sunscreen,SUN002,Skincare,Revlon,32900,2,65800
2019-08-27,Mascara,MAS008,Makeup,Some By Me,77900,19,1480100
2019-02-13,Hair Mask,HMK011,Haircare,Wardah,6600,20,132000
2019-12-17,Conditioner,CON010,Haircare,Krayolan,6200,6,37200
2019-07-15,Sunscreen,SUN002,Skincare,Revlon,13100,23,301300
2019-01-23,Serum,SER004,Skincare,Loreal,74200,36,2671200
2019-10-18,Cleanser,CLE003,Skincare,Maybelline,13900,3,41700
2019-07-11,Foundation,FND005,Makeup,YOU,8000,3,24000
2019-06-24,Roll-On Perfume,ROP016,Fragrance,Salsa,99800,11,1097800
2019-12-26,Serum,SER004,Skincare,Loreal,56000,37,2072000
2019-07-26,Hair Mask,HMK011,Haircare,Wardah,88500,28,2478000
2019-12-06,Mascara,MAS008,Makeup,Some By Me,22100,26,574600
2019-02-12,Hair Mask,HMK011,Haircare,Wardah,36300,39,1415700
2019-01-09,Perfume,PER013,Fragrance,OMG,2000,3,6000
2019-03-13,Hair Oil,HOI012,Haircare,Make Over,37000,38,1406000
2019-02-20,Cologne,COL014,Fragrance,Inez,27400,18,493200
2019-09-15,Shampoo,SHA009,Haircare,ERHA,93900,3,281700
2019-12-14,Body Mist,BMS015,Fragrance,Ivan Gunawan,22300,44,981200
2019-06-22,Perfume,PER013,Fragrance,OMG,61200,10,612000
2019-10-26,Roll-On Perfume,ROP016,Fragrance,Salsa,96700,4,386800
2019-11-12,Shampoo,SHA009,Haircare,ERHA,23800,16,380800
2019-10-02,Moisturizer,MOI001,Skincare,Ultima,15700,8,125600
2019-08-27,Roll-On Perfume,ROP016,Fragrance,Salsa,23000,7,161000
2019-07-22,Hair Mask,HMK011,Haircare,Wardah,11400,3,34200
2019-08-20,Moisturizer,MOI001,Skincare,Ultima,55200,6,331200
2019-12-15,Foundation,FND005,Makeup,YOU,75300,1,75300
2019-02-12,Sunscreen,SUN002,Skincare,Revlon,3800,29,110200
2019-06-26,Perfume,PER013,Fragrance,OMG,99200,33,3273600
2019-05-08,Mascara,MAS008,Makeup,Some By Me,44800,25,1120000
2019-12-16,Mascara,MAS008,Makeup,Some By Me,36900,10,369000
2019-11-08,Mascara,MAS008,Makeup,Some By Me,3600,5,18000
2019-11-06,Mascara,MAS008,Makeup,Some By Me,5500,23,126500
2019-07-12,Serum,SER004,Skincare,Loreal,98800,26,2568800
2019-06-19,Body Mist,BMS015,Fragrance,Ivan Gunawan,23800,20,476000
2019-07-09,Serum,SER004,Skincare,Loreal,73900,17,1256300
2019-08-19,Roll-On Perfume,ROP016,Fragrance,Salsa,88400,32,2828800
2019-04-12,Eyeshadow Palette,ESP007,Makeup,Pink Flash,60700,16,971200
2019-11-04,Foundation,FND005,Makeup,YOU,7100,18,127800
2019-06-06,Lipstick,LIP006,Makeup,BNB,27700,12,332400
2019-05-17,Foundation,FND005,Makeup,YOU,89200,9,802800
2019-03-18,Hair Oil,HOI012,Haircare,Make Over,17000,35,595000
2019-07-12,Conditioner,CON010,Haircare,Krayolan,30300,9,272700
2019-11-19,Hair Oil,HOI012,Haircare,Make Over,78200,11,860200
2019-11-09,Shampoo,SHA009,Haircare,ERHA,15600,27,421200
2019-12-07,Hair Oil,HOI012,Haircare,Make Over,57400,12,688800
2019-06-08,Body Mist,BMS015,Fragrance,Ivan Gunawan,76000,34,2584000
2019-07-12,Lipstick,LIP006,Makeup,BNB,15500,41,635500
2019-02-22,Cleanser,CLE003,Skincare,Maybelline,35100,31,1088100
2019-04-03,Sunscreen,SUN002,Skincare,Revlon,40000,7,280000
2019-02-24,Cleanser,CLE003,Skincare,Maybelline,64600,44,2842400
2019-02-16,Conditioner,CON010,Haircare,Krayolan,47600,24,1142400
2019-01-02,Shampoo,SHA009,Haircare,ERHA,27600,33,910800
2019-01-09,Sunscreen,SUN002,Skincare,Revlon,9400,13,122200
2019-11-25,Serum,SER004,Skincare,Loreal,82300,1,82300
2019-07-23,Body Mist,BMS015,Fragrance,Ivan Gunawan,64300,48,3086400
2019-08-07,Moisturizer,MOI001,Skincare,Ultima,19700,11,216700
2019-07-20,Sunscreen,SUN002,Skincare,Revlon,53900,23,1239700
2019-01-03,Conditioner,CON010,Haircare,Krayolan,63700,48,3057600
2019-09-09,Sunscreen,SUN002,Skincare,Revlon,70100,3,210300
2019-08-10,Moisturizer,MOI001,Skincare,Ultima,1900,18,34200
2019-12-01,Cleanser,CLE003,Skincare,Maybelline,49800,45,2241000
2019-06-09,Sunscreen,SUN002,Skincare,Revlon,62400,8,499200
2019-09-02,Body Mist,BMS015,Fragrance,Ivan Gunawan,96500,40,3860000
2019-12-10,Mascara,MAS008,Makeup,Some By Me,46500,12,558000
2019-07-29,Cleanser,CLE003,Skincare,Maybelline,43100,6,258600
2019-06-03,Hair Oil,HOI012,Haircare,Make Over,85100,45,3829500
2019-05-30,Perfume,PER013,Fragrance,OMG,38400,49,1881600
2019-03-09,Lipstick,LIP006,Makeup,BNB,47300,22,1040600
2019-08-22,Mascara,MAS008,Makeup,Some By Me,91900,30,2757000
2019-12-06,Lipstick,LIP006,Makeup,BNB,75900,18,1366200
2019-09-01,Cologne,COL014,Fragrance,Inez,37500,30,1125000
2019-08-04,Foundation,FND005,Makeup,YOU,32600,32,1043200
2019-07-11,Sunscreen,SUN002,Skincare,Revlon,64800,16,1036800
2019-09-02,Serum,SER004,Skincare,Loreal,42000,19,798000
2019-08-26,Moisturizer,MOI001,Skincare,Ultima,90600,26,2355600
2019-05-01,Perfume,PER013,Fragrance,OMG,42700,34,1451800
2019-12-14,Foundation,FND005,Makeup,YOU,84300,18,1517400
2019-07-05,Sunscreen,SUN002,Skincare,Revlon,55400,16,886400
2019-07-01,Shampoo,SHA009,Haircare,ERHA,39600,45,1782000
2019-07-07,Cleanser,CLE003,Skincare,Maybelline,76900,13,999700
2019-07-29,Sunscreen,SUN002,Skincare,Revlon,12900,31,399900
2019-07-29,Perfume,PER013,Fragrance,OMG,43800,4,175200
2019-05-16,Conditioner,CON010,Haircare,Krayolan,83400,31,2585400
2019-12-25,Serum,SER004,Skincare,Loreal,75200,35,2632000
2019-06-30,Body Mist,BMS015,Fragrance,Ivan Gunawan,93400,35,3269000
2019-11-17,Hair Mask,HMK011,Haircare,Wardah,10000,47,470000
2019-11-16,Hair Oil,HOI012,Haircare,Make Over,78600,9,707400
2019-06-01,Eyeshadow Palette,ESP007,Makeup,Pink Flash,92700,44,4078800
2019-08-20,Moisturizer,MOI001,Skincare,Ultima,48900,37,1809300
2019-08-02,Hair Oil,HOI012,Haircare,Make Over,40300,47,1894100
2019-04-15,Shampoo,SHA009,Haircare,ERHA,36500,23,839500
2019-01-22,Sunscreen,SUN002,Skincare,Revlon,90000,37,3330000
2019-07-06,Roll-On Perfume,ROP016,Fragrance,Salsa,99100,23,2279300
2019-05-15,Moisturizer,MOI001,Skincare,Ultima,89200,14,1248800
2019-10-05,Perfume,PER013,Fragrance,OMG,31200,46,1435200
2019-01-12,Body Mist,BMS015,Fragrance,Ivan Gunawan,79100,28,2214800
2019-12-11,Foundation,FND005,Makeup,YOU,88300,35,3090500
2019-05-24,Mascara,MAS008,Makeup,Some By Me,53500,33,1765500
2019-05-28,Hair Oil,HOI012,Haircare,Make Over,92800,10,928000
2019-11-29,Cleanser,CLE003,Skincare,Maybelline,88000,18,1584000
2019-10-26,Cleanser,CLE003,Skincare,Maybelline,85100,9,765900
2019-11-27,Cologne,COL014,Fragrance,Inez,36900,26,959400
2019-03-25,Conditioner,CON010,Haircare,Krayolan,5100,28,142800
2019-12-10,Sunscreen,SUN002,Skincare,Revlon,55300,17,940100
2019-01-10,Serum,SER004,Skincare,Loreal,11500,22,253000
2019-04-02,Moisturizer,MOI001,Skincare,Ultima,89000,32,2848000
2019-08-01,Shampoo,SHA009,Haircare,ERHA,31800,5,159000
2019-08-08,Hair Mask,HMK011,Haircare,Wardah,67900,21,1425900
2019-01-03,Sunscreen,SUN002,Skincare,Revlon,55700,35,1949500
2019-10-06,Hair Oil,HOI012,Haircare,Make Over,4800,40,192000
2019-07-30,Shampoo,SHA009,Haircare,ERHA,74600,1,74600
2019-02-15,Hair Mask,HMK011,Haircare,Wardah,56500,13,734500
2019-02-04,Serum,SER004,Skincare,Loreal,16600,35,581000
2019-12-28,Hair Oil,HOI012,Haircare,Make Over,4000,48,192000
2019-03-27,Eyeshadow Palette,ESP007,Makeup,Pink Flash,34700,23,798100
2019-09-04,Body Mist,BMS015,Fragrance,Ivan Gunawan,79600,20,1592000
2019-09-23,Hair Mask,HMK011,Haircare,Wardah,22900,42,961800
2019-04-11,Mascara,MAS008,Makeup,Some By Me,44900,11,493900
2019-07-03,Shampoo,SHA009,Haircare,ERHA,39100,16,625600
2019-03-15,Cleanser,CLE003,Skincare,Maybelline,32100,39,1251900
2019-12-08,Serum,SER004,Skincare,Loreal,16600,35,581000
2019-07-07,Shampoo,SHA009,Haircare,ERHA,75000,36,2700000
2019-11-14,Eyeshadow Palette,ESP007,Makeup,Pink Flash,65200,30,1956000
2019-04-11,Hair Mask,HMK011,Haircare,Wardah,27100,37,1002700
2019-05-26,Serum,SER004,Skincare,Loreal,72500,44,3190000
2019-12-30,Sunscreen,SUN002,Skincare,Revlon,26700,8,213600
2019-02-28,Roll-On Perfume,ROP016,Fragrance,Salsa,95500,25,2387500
2019-09-14,Moisturizer,MOI001,Skincare,Ultima,43600,19,828400
2019-09-24,Serum,SER004,Skincare,Loreal,89900,29,2607100
2019-10-21,Roll-On Perfume,ROP016,Fragrance,Salsa,72800,8,582400
2019-02-18,Conditioner,CON010,Haircare,Krayolan,19200,28,537600
2019-02-24,Conditioner,CON010,Haircare,Krayolan,1600,2,3200
2019-10-03,Serum,SER004,Skincare,Loreal,38500,32,1232000
2019-11-08,Roll-On Perfume,ROP016,Fragrance,Salsa,34600,49,1695400
2019-11-07,Moisturizer,MOI001,Skincare,Ultima,77200,4,308800
2019-03-23,Perfume,PER013,Fragrance,OMG,41900,29,1215100
2019-11-29,Sunscreen,SUN002,Skincare,Revlon,42300,20,846000
2019-01-16,Foundation,FND005,Makeup,YOU,85000,27,2295000
2019-07-26,Shampoo,SHA009,Haircare,ERHA,20100,3,60300
2019-08-02,Mascara,MAS008,Makeup,Some By Me,11500,7,80500
2019-06-20,Eyeshadow Palette,ESP007,Makeup,Pink Flash,56600,38,2150800
2019-06-17,Conditioner,CON010,Haircare,Krayolan,26600,41,1090600
2019-03-14,Sunscreen,SUN002,Skincare,Revlon,58400,43,2511200
2019-01-21,Cleanser,CLE003,Skincare,Maybelline,91200,33,3009600
2019-02-18,Sunscreen,SUN002,Skincare,Revlon,68700,29,1992300
2019-01-20,Lipstick,LIP006,Makeup,BNB,11900,32,380800
2019-11-08,Serum,SER004,Skincare,Loreal,62000,27,1674000
2019-04-23,Conditioner,CON010,Haircare,Krayolan,84000,39,3276000
2019-01-04,Eyeshadow Palette,ESP007,Makeup,Pink Flash,36700,38,1394600
2019-02-07,Shampoo,SHA009,Haircare,ERHA,74400,41,3050400
2019-03-17,Perfume,PER013,Fragrance,OMG,83600,25,2090000
2019-06-05,Eyeshadow Palette,ESP007,Makeup,Pink Flash,99100,34,3369400
2019-09-14,Sunscreen,SUN002,Skincare,Revlon,24200,22,532400
2019-04-04,Mascara,MAS008,Makeup,Some By Me,60500,29,1754500
2019-05-04,Roll-On Perfume,ROP016,Fragrance,Salsa,36000,28,1008000
2019-06-26,Moisturizer,MOI001,Skincare,Ultima,6800,8,54400
2019-03-24,Hair Mask,HMK011,Haircare,Wardah,69300,18,1247400
2019-12-27,Perfume,PER013,Fragrance,OMG,76500,26,1989000
2019-06-29,Cleanser,CLE003,Skincare,Maybelline,67100,30,2013000
2019-10-01,Moisturizer,MOI001,Skincare,Ultima,44100,32,1411200
2019-02-23,Foundation,FND005,Makeup,YOU,24100,26,626600
2019-03-29,Cologne,COL014,Fragrance,Inez,91300,13,1186900
2019-06-21,Conditioner,CON010,Haircare,Krayolan,75600,40,3024000
2019-08-14,Hair Oil,HOI012,Haircare,Make Over,82700,11,909700
2019-02-09,Roll-On Perfume,ROP016,Fragrance,Salsa,93600,22,2059200
2019-06-09,Serum,SER004,Skincare,Loreal,96200,19,1827800
2019-10-09,Hair Oil,HOI012,Haircare,Make Over,30900,4,123600
2019-03-24,Conditioner,CON010,Haircare,Krayolan,43500,6,261000
2019-03-03,Body Mist,BMS015,Fragrance,Ivan Gunawan,54200,7,379400
2019-11-12,Foundation,FND005,Makeup,YOU,39400,31,1221400
2019-08-27,Mascara,MAS008,Makeup,Some By Me,10800,47,507600
2019-05-17,Cleanser,CLE003,Skincare,Maybelline,23300,16,372800
2019-12-14,Shampoo,SHA009,Haircare,ERHA,18100,36,651600
2019-12-03,Eyeshadow Palette,ESP007,Makeup,Pink Flash,78200,19,1485800
2019-04-04,Hair Oil,HOI012,Haircare,Make Over,25500,16,408000
2019-01-23,Foundation,FND005,Makeup,YOU,38500,50,1925000
2019-06-28,Foundation,FND005,Makeup,YOU,73300,16,1172800
2019-02-14,Serum,SER004,Skincare,Loreal,59300,5,296500
2019-10-01,Cologne,COL014,Fragrance,Inez,66500,13,864500
2019-11-04,Hair Oil,HOI012,Haircare,Make Over,53200,31,1649200
2019-12-25,Sunscreen,SUN002,Skincare,Revlon,13500,39,526500
2019-12-29,Foundation,FND005,Makeup,YOU,67300,50,3365000
2019-03-25,Sunscreen,SUN002,Skincare,Revlon,59700,42,2507400
2019-03-02,Sunscreen,SUN002,Skincare,Revlon,11400,43,490200
2019-11-25,Foundation,FND005,Makeup,YOU,13100,14,183400
2019-04-11,Mascara,MAS008,Makeup,Some By Me,38900,47,1828300
2019-02-24,Shampoo,SHA009,Haircare,ERHA,19800,43,851400
2019-06-07,Conditioner,CON010,Haircare,Krayolan,56200,47,2641400
2019-03-22,Serum,SER004,Skincare,Loreal,78600,32,2515200
2019-04-24,Foundation,FND005,Makeup,YOU,94000,5,470000
2019-05-14,Perfume,PER013,Fragrance,OMG,31200,36,1123200
2019-01-17,Roll-On Perfume,ROP016,Fragrance,Salsa,30900,5,154500
2019-10-17,Hair Mask,HMK011,Haircare,Wardah,65100,6,390600
2019-02-13,Eyeshadow Palette,ESP007,Makeup,Pink Flash,84600,13,1099800
2019-02-27,Cologne,COL014,Fragrance,Inez,24000,9,216000
2019-03-15,Hair Mask,HMK011,Haircare,Wardah,69200,25,1730000
2019-03-05,Lipstick,LIP006,Makeup,BNB,6400,14,89600
2019-02-06,Mascara,MAS008,Makeup,Some By Me,10400,43,447200
2019-04-30,Conditioner,CON010,Haircare,Krayolan,36300,17,617100
2019-10-01,Sunscreen,SUN002,Skincare,Revlon,40900,15,613500
2019-08-21,Roll-On Perfume,ROP016,Fragrance,Salsa,27500,21,577500
2019-10-29,Lipstick,LIP006,Makeup,BNB,13800,36,496800
2019-09-03,Foundation,FND005,Makeup,YOU,71400,22,1570800
2019-05-27,Cologne,COL014,Fragrance,Inez,12300,25,307500
2019-09-28,Serum,SER004,Skincare,Loreal,29400,5,147000
2019-03-21,Cologne,COL014,Fragrance,Inez,22100,18,397800
2019-08-19,Cleanser,CLE003,Skincare,Maybelline,58700,22,1291400
2019-12-16,Shampoo,SHA009,Haircare,ERHA,38400,4,153600
2019-04-30,Foundation,FND005,Makeup,YOU,34200,47,1607400
2019-10-09,Serum,SER004,Skincare,Loreal,30200,28,845600
2019-01-24,Eyeshadow Palette,ESP007,Makeup,Pink Flash,43100,39,1680900
2019-04-10,Body Mist,BMS015,Fragrance,Ivan Gunawan,4500,24,108000
2019-01-31,Shampoo,SHA009,Haircare,ERHA,4600,50,230000
2019-09-21,Shampoo,SHA009,Haircare,ERHA,43700,33,1442100
2019-05-25,Serum,SER004,Skincare,Loreal,76500,19,1453500
2019-08-31,Body Mist,BMS015,Fragrance,Ivan Gunawan,29400,9,264600
2019-03-31,Sunscreen,SUN002,Skincare,Revlon,85500,5,427500
2019-03-10,Perfume,PER013,Fragrance,OMG,95400,34,3243600
2019-02-21,Cologne,COL014,Fragrance,Inez,4700,5,23500
2019-10-13,Perfume,PER013,Fragrance,OMG,65900,11,724900
2019-12-25,Lipstick,LIP006,Makeup,BNB,86900,2,173800
2019-05-09,Moisturizer,MOI001,Skincare,Ultima,83800,26,2178800
2019-04-12,Eyeshadow Palette,ESP007,Makeup,Pink Flash,5100,13,66300
2019-07-01,Sunscreen,SUN002,Skincare,Revlon,15100,35,528500
2019-10-01,Serum,SER004,Skincare,Loreal,3400,3,10200
2019-05-20,Mascara,MAS008,Makeup,Some By Me,35300,28,988400
2019-11-18,Roll-On Perfume,ROP016,Fragrance,Salsa,23300,17,396100
2019-11-17,Serum,SER004,Skincare,Loreal,5400,16,86400
2019-05-17,Perfume,PER013,Fragrance,OMG,65600,33,2164800
2019-04-07,Conditioner,CON010,Haircare,Krayolan,5400,3,16200
2019-01-13,Mascara,MAS008,Makeup,Some By Me,95400,48,4579200
2019-07-18,Lipstick,LIP006,Makeup,BNB,37400,5,187000
2019-01-24,Serum,SER004,Skincare,Loreal,77000,13,1001000
2019-03-28,Perfume,PER013,Fragrance,OMG,80600,24,1934400
2019-08-15,Shampoo,SHA009,Haircare,ERHA,24400,20,488000
2019-03-06,Cologne,COL014,Fragrance,Inez,11200,3,33600
2019-03-01,Lipstick,LIP006,Makeup,BNB,65500,27,1768500
2019-08-20,Conditioner,CON010,Haircare,Krayolan,33000,27,891000
2019-04-11,Shampoo,SHA009,Haircare,ERHA,36500,21,766500
2019-03-03,Cologne,COL014,Fragrance,Inez,22200,30,666000
2019-05-08,Cologne,COL014,Fragrance,Inez,75500,33,2491500
2019-01-08,Roll-On Perfume,ROP016,Fragrance,Salsa,72400,34,2461600
2019-07-06,Body Mist,BMS015,Fragrance,Ivan Gunawan,17600,41,721600
2019-03-23,Moisturizer,MOI001,Skincare,Ultima,26800,29,777200
2019-10-18,Hair Mask,HMK011,Haircare,Wardah,83200,20,1664000
2019-09-01,Hair Mask,HMK011,Haircare,Wardah,19400,7,135800
2019-08-26,Eyeshadow Palette,ESP007,Makeup,Pink Flash,40400,38,1535200
2019-12-11,Foundation,FND005,Makeup,YOU,60500,27,1633500
2019-04-29,Hair Oil,HOI012,Haircare,Make Over,75900,7,531300
2019-05-23,Conditioner,CON010,Haircare,Krayolan,64800,1,64800
2019-05-26,Cologne,COL014,Fragrance,Inez,50200,15,753000
2019-03-25,Perfume,PER013,Fragrance,OMG,55900,12,670800
2019-03-18,Hair Oil,HOI012,Haircare,Make Over,31400,24,753600
2019-09-20,Cleanser,CLE003,Skincare,Maybelline,43900,27,1185300
2019-05-06,Shampoo,SHA009,Haircare,ERHA,1200,17,20400
2019-07-17,Conditioner,CON010,Haircare,Krayolan,92900,17,1579300
2019-01-08,Eyeshadow Palette,ESP007,Makeup,Pink Flash,18000,49,882000
2019-05-04,Perfume,PER013,Fragrance,OMG,29000,2,58000
2019-05-19,Lipstick,LIP006,Makeup,BNB,51100,22,1124200
2019-10-11,Eyeshadow Palette,ESP007,Makeup,Pink Flash,98700,12,1184400
2019-02-26,Shampoo,SHA009,Haircare,ERHA,81400,34,2767600
2019-08-21,Cologne,COL014,Fragrance,Inez,15700,46,722200
2019-08-04,Roll-On Perfume,ROP016,Fragrance,Salsa,8600,11,94600
2019-07-06,Foundation,FND005,Makeup,YOU,77500,21,1627500
2019-03-20,Moisturizer,MOI001,Skincare,Ultima,80300,17,1365100
2019-10-31,Conditioner,CON010,Haircare,Krayolan,60300,46,2773800
2019-02-08,Sunscreen,SUN002,Skincare,Revlon,35600,22,783200
2019-06-17,Shampoo,SHA009,Haircare,ERHA,56700,44,2494800
2019-11-13,Cleanser,CLE003,Skincare,Maybelline,84000,39,3276000
2019-09-21,Hair Oil,HOI012,Haircare,Make Over,26500,6,159000
2019-05-15,Cologne,COL014,Fragrance,Inez,28800,32,921600
2019-10-07,Foundation,FND005,Makeup,YOU,54100,28,1514800
2019-06-03,Foundation,FND005,Makeup,YOU,50100,26,1302600
2019-08-26,Mascara,MAS008,Makeup,Some By Me,97600,17,1659200
2019-12-03,Sunscreen,SUN002,Skincare,Revlon,20600,43,885800
2019-04-27,Eyeshadow Palette,ESP007,Makeup,Pink Flash,81100,19,1540900
2019-03-08,Cleanser,CLE003,Skincare,Maybelline,63700,43,2739100
2019-10-14,Moisturizer,MOI001,Skincare,Ultima,71100,40,2844000
2019-01-23,Perfume,PER013,Fragrance,OMG,35700,15,535500
2019-09-21,Perfume,PER013,Fragrance,OMG,97200,45,4374000
2019-08-22,Foundation,FND005,Makeup,YOU,83800,22,1843600
2019-05-03,Perfume,PER013,Fragrance,OMG,42200,40,1688000
2019-12-14,Hair Mask,HMK011,Haircare,Wardah,70300,24,1687200
2019-10-24,Body Mist,BMS015,Fragrance,Ivan Gunawan,78500,36,2826000
2019-01-23,Eyeshadow Palette,ESP007,Makeup,Pink Flash,94400,44,4153600
2019-12-15,Cologne,COL014,Fragrance,Inez,63400,17,1077800
2019-07-03,Cologne,COL014,Fragrance,Inez,27900,18,502200
2019-12-16,Sunscreen,SUN002,Skincare,Revlon,57800,15,867000
2019-05-11,Eyeshadow Palette,ESP007,Makeup,Pink Flash,40500,9,364500
2019-10-09,Hair Oil,HOI012,Haircare,Make Over,88700,4,354800
2019-02-02,Body Mist,BMS015,Fragrance,Ivan Gunawan,52400,46,2410400
2019-12-15,Mascara,MAS008,Makeup,Some By Me,25300,36,910800
2019-02-18,Conditioner,CON010,Haircare,Krayolan,85000,13,1105000
2019-04-06,Hair Oil,HOI012,Haircare,Make Over,97400,44,4285600
2019-05-19,Hair Oil,HOI012,Haircare,Make Over,13100,7,91700
2019-11-28,Moisturizer,MOI001,Skincare,Ultima,65300,35,2285500
2019-06-16,Roll-On Perfume,ROP016,Fragrance,Salsa,85200,50,4260000
2019-03-23,Hair Mask,HMK011,Haircare,Wardah,7800,47,366600
2019-08-30,Body Mist,BMS015,Fragrance,Ivan Gunawan,77900,8,623200
2019-09-10,Perfume,PER013,Fragrance,OMG,80500,35,2817500
2019-01-20,Shampoo,SHA009,Haircare,ERHA,40100,29,1162900
2019-12-08,Shampoo,SHA009,Haircare,ERHA,96000,27,2592000
2019-04-09,Body Mist,BMS015,Fragrance,Ivan Gunawan,56000,34,1904000
2019-04-29,Hair Mask,HMK011,Haircare,Wardah,94900,16,1518400
2019-09-22,Serum,SER004,Skincare,Loreal,24400,27,658800
2019-10-11,Cleanser,CLE003,Skincare,Maybelline,54200,16,867200
2019-02-02,Lipstick,LIP006,Makeup,BNB,18500,26,481000
2019-01-05,Moisturizer,MOI001,Skincare,Ultima,73500,10,735000
2019-06-17,Eyeshadow Palette,ESP007,Makeup,Pink Flash,20500,28,574000
2019-08-21,Cologne,COL014,Fragrance,Inez,36600,42,1537200
2019-11-27,Serum,SER004,Skincare,Loreal,35000,9,315000
2019-05-16,Shampoo,SHA009,Haircare,ERHA,50600,26,1315600
2019-09-09,Roll-On Perfume,ROP016,Fragrance,Salsa,34300,19,651700
2019-05-29,Perfume,PER013,Fragrance,OMG,21100,26,548600
2019-06-14,Cleanser,CLE003,Skincare,Maybelline,15200,50,760000
2019-09-02,Cologne,COL014,Fragrance,Inez,29300,39,1142700
2019-11-13,Eyeshadow Palette,ESP007,Makeup,Pink Flash,59300,3,177900
2019-02-06,Serum,SER004,Skincare,Loreal,43300,45,1948500
2019-05-25,Cologne,COL014,Fragrance,Inez,81200,37,3004400
2019-01-01,Roll-On Perfume,ROP016,Fragrance,Salsa,80400,47,3778800
2019-04-14,Eyeshadow Palette,ESP007,Makeup,Pink Flash,66900,20,1338000
2019-02-08,Moisturizer,MOI001,Skincare,Ultima,29200,21,613200
2019-08-13,Foundation,FND005,Makeup,YOU,90800,42,3813600
2019-10-08,Conditioner,CON010,Haircare,Krayolan,49000,46,2254000
2019-10-05,Mascara,MAS008,Makeup,Some By Me,17100,35,598500
2019-03-31,Roll-On Perfume,ROP016,Fragrance,Salsa,18200,40,728000
2019-07-21,Mascara,MAS008,Makeup,Some By Me,99100,42,4162200
